,school_name,school_addr,latitude,longitude
323,광희중학교,서울특별시 성동구 독서당로62길 46,37.5511529032,127.0339817457
324,성수중학교,서울특별시 성동구 서울숲길 18,37.547981,127.0387013
325,경수중학교,서울특별시 성동구 뚝섬로13길 14,37.5395092165,127.0592721083
326,동마중학교,서울특별시 성동구 마조로11길 18,37.5626557,127.04030120000002
327,마장중학교,서울특별시 성동구 마장로35나길 31,37.5682297,127.04220500000001
328,경일중학교,서울특별시 성동구 성수일로 27,37.5435875,127.0480483
329,성원중학교,서울특별시 성동구 성덕정9가길 13,37.5393617,127.05130990000002
330,옥정중학교,서울특별시 성동구 한림말길 11,37.5414774,127.01251189999999
331,행당중학교,서울특별시 성동구 왕십리로 189,37.554424100000006,127.041886
332,한양대학교사범대학부속중학교,서울특별시 성동구 마조로 42,37.5619189281,127.04232596879999
333,자양중학교,서울특별시 광진구 뚝섬로41길 33,37.5352283,127.0745207
334,광장중학교,서울특별시 광진구 광장로1길 1,37.5471908,127.1017601
335,양진중학교,서울특별시 광진구 워커힐로 32,37.5444966,127.09834850000001
336,광남중학교,서울특별시 광진구 아차산로70길 17-62,37.5404965,127.1013527
337,신양중학교,서울특별시 광진구 자양강변길 73,37.533404600000004,127.0631265
338,광양중학교,서울특별시 광진구 자양로3길 7,37.530195899999995,127.08603020000001
339,광진중학교,서울특별시 광진구 뚝섬로64길 45,37.532252899999996,127.0899425
340,용곡중학교,서울특별시 광진구 용마산로22길 76,37.5659416,127.08894879999998
341,구의중학교,서울특별시 광진구 광나루로30길 80,37.542871000000005,127.0788098
